dice,iou,hd95,precision,recall,f1,image_id,class,n_masks
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (4041),Normal,115
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (1633),Normal,113
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (3079),Normal,132
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (4406),Normal,137
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (2738),Normal,143
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (4827),Normal,108
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (1453),Normal,103
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (2892),Normal,115
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (4354),Normal,112
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (1373),Normal,116
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (5024),Normal,114
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (4847),Normal,117
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (4066),Normal,123
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (3902),Normal,137
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (4866),Normal,129
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (4434),Normal,122
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (18),Normal,144
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (4497),Normal,137
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (220),Normal,103
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (3965),Normal,110
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (2151),Normal,116
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (3835),Normal,151
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (4467),Normal,114
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (3585),Normal,107
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (3735),Normal,93
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (2905),Normal,117
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (1620),Normal,124
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (1266),Normal,99
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (1613),Normal,118
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (2564),Normal,101
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (2968),Normal,92
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (2481),Normal,127
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (3742),Normal,135
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (1205),Normal,109
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (1379),Normal,104
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (2394),Normal,107
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (3969),Normal,107
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (788),Normal,129
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (511),Normal,159
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (4231),Normal,122
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (4583),Normal,132
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (3068),Normal,138
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (3050),Normal,131
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (4955),Normal,146
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (987),Normal,129
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (1789),Normal,139
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (3379),Normal,126
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (2352),Normal,110
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (1688),Normal,118
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (3375),Normal,134
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (2293),Normal,117
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (504),Normal,167
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (1577),Normal,118
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (3876),Normal,144
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (743),Normal,137
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (4388),Normal,128
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (1757),Normal,127
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (818),Normal,134
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (595),Normal,154
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (4060),Normal,115
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (2700),Normal,113
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (1921),Normal,140
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (1334),Normal,139
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (3786),Normal,136
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (1385),Normal,109
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (2132),Normal,118
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (1871),Normal,107
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (1132),Normal,134
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (4598),Normal,125
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (901),Normal,141
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (2202),Normal,113
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (404),Normal,102
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (4944),Normal,149
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (1440),Normal,102
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (861),Normal,122
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (3140),Normal,109
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (1009),Normal,116
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (1082),Normal,147
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (4023),Normal,114
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (3117),Normal,125
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (2406),Normal,109
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (4429),Normal,134
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (4016),Normal,112
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (4596),Normal,140
1.0,1.0,0.0,1.0,1.0,1.0,Normal- (459),Normal,154
