epoch,lr,time,train_total,train_seg,train_aux,train_cls,train_bbox,train_seg_focal,train_seg_tversky,train_seg_chamfer,train_seg_smooth,train_seg_total,val_macro,val_dice_Normal,val_thresh_Normal,val_dice_Tumor,val_thresh_Tumor,val_dice_Stone,val_thresh_Stone
11,0.0002999911984174669,246.2367560863495,2.5441425436454295,0.43068259775989653,1.197299892326612,0.3008288531003432,0.00820693448527243,0.019374925529761656,0.4057642056738363,0.010966285427481287,0.0006032321633228908,0.43068259775989653,,,,,,,
12,0.0002999647947027726,246.11166214942932,2.391641102653211,0.42318896868105255,1.1290051133782695,0.25882986943964015,0.00797296589830432,0.018934195215679114,0.3988470667729359,0.010693799632544146,0.0006080564631435487,0.42318896868105255,,,,,,,
13,0.0002999207919545099,246.09713649749756,2.162183855957698,0.3961178290838112,1.0043163641955684,0.24333333739211188,0.008049773169664364,0.018120538994547405,0.372790260867006,0.010297715754268926,0.0005817159170021867,0.3961178290838112,,,,,,,
14,0.0002998591953365965,246.24748396873474,2.1055885654391417,0.39605033538591955,0.9718357664801142,0.23583186144394438,0.007890723615821393,0.019209199784099885,0.37155444393451303,0.010455279964030261,0.0005905202954717429,0.39605033538591955,,,,,,,
15,0.00029978001207766854,245.7275002002716,1.9451988518472116,0.3658207783265849,0.9038306411443503,0.2083357922435392,0.007568969451322547,0.016143415688310934,0.3446552188084485,0.009928481048856817,0.0005790221585140698,0.3658207783265849,0.8603776828664484,1.0,0.3,0.832473038608304,0.5,0.7486600099910412,0.5
16,0.00029968325147023263,245.11677646636963,1.8868394359770713,0.3561730507885579,0.885667548012671,0.18702756701566337,0.007487728404910035,0.016536733967382967,0.3349257147217569,0.009308859237297129,0.0005617332711996552,0.3561730507885579,,,,,,,
17,0.000299568924869575,246.3175823688507,1.8387956304465913,0.36539840174556093,0.8606222878302892,0.16731917767734292,0.007491546976185009,0.01723744696487992,0.3432731934779211,0.00965961282118955,0.0005795541732825421,0.36539840174556093,,,,,,,
18,0.00029943704569242917,245.49249267578125,1.7126254490454784,0.3400701859073606,0.8024402757648242,0.15376505468827575,0.007489587898312517,0.0165752192034419,0.3188483825304511,0.00918167473060196,0.0005574762375859381,0.3400701859073606,,,,,,,
19,0.0002992876294154013,245.50761198997498,1.7235384841512946,0.33339417720194026,0.8074374744346785,0.16415875907396138,0.007339197643410843,0.015331155282773774,0.3132559543345075,0.00950026808399372,0.0005693390210876357,0.33339417720194026,,,,,,,
20,0.00029912069357315393,245.53689646720886,1.6265998416000012,0.3268077382037699,0.759777663928988,0.14524430071118932,0.007368529730790943,0.016180252438442812,0.305684568383609,0.009768043608384583,0.0005889637990482426,0.3268077382037699,0.8756921541156748,1.0,0.3,0.8448305578269898,0.5,0.7822459045200347,0.5
21,0.00029893625775634835,246.10889768600464,1.5908481763061428,0.3083687260093567,0.7616553026597693,0.12513236144401563,0.007360825009146676,0.015372342216728636,0.2883492260732498,0.009180865984904356,0.0005672466540238295,0.3083687260093567,,,,,,,
22,0.0002987343436093454,246.10750150680542,1.5733364325270291,0.3154328896698215,0.7467656075687474,0.12313578795828778,0.007229746517442479,0.014247905423933902,0.2966222925189668,0.00901342906069339,0.0005597736339783982,0.3154328896698215,,,,,,,
23,0.00029851497482766547,245.66839933395386,1.4642901447704013,0.2947763354043325,0.6948630444715238,0.11265537070481628,0.007210393304295389,0.013546418800282034,0.27663015027796234,0.009085015543312607,0.0005725954366016357,0.2947763354043325,,,,,,,
24,0.00029827817715520773,246.33680820465088,1.496214481548489,0.31155718201088733,0.7127076455572356,0.10151979540375973,0.0069642372792635444,0.014388521808441558,0.2928544026677599,0.008519019240186445,0.0005474785446504457,0.31155718201088733,,,,,,,
25,0.0002980239783812289,245.7496795654297,1.4793537180500194,0.29817404269352943,0.71014778575426,0.10094342912089857,0.007426992070639301,0.01413728074744802,0.279343618511549,0.009271196440226125,0.0005754630883672751,0.29817404269352943,0.8731204133971598,1.0,0.3,0.8507094039067572,0.5,0.7686518362847228,0.5
26,0.0002977524083370822,246.15450930595398,1.4203751865598855,0.2982498217198549,0.6860510429455192,0.07843034510181196,0.007237997725215882,0.013186692059526455,0.2805909814766525,0.008831760749471965,0.0005626830005089853,0.2982498217198549,,,,,,,
27,0.00029746349889271645,246.09355926513672,1.3630966518795926,0.2748418000200032,0.6555051205689526,0.0907316575861013,0.007065062906961225,0.012765534573657613,0.2576932758482963,0.008652471978837839,0.0005675433070153694,0.2748418000200032,,,,,,,
28,0.0002971572839529358,245.71673607826233,1.2679704221901704,0.2765694691784953,0.6005297549725973,0.07659606385881375,0.0069330123780997404,0.012843921068304277,0.2592805938244217,0.008777022567348792,0.0005644279217877924,0.2765694691784953,,,,,,,
29,0.00029683379945342125,245.95001196861267,1.3830388984813584,0.27750185702278896,0.6676731648798837,0.0898569338450506,0.007012820564312811,0.011670159966671468,0.26149038729106727,0.008569455269787519,0.0005658155191834563,0.27750185702278896,,,,,,,
30,0.000296493083356513,246.18952894210815,1.2928836978776916,0.2678981083713433,0.6172124333582155,0.08528002084925264,0.006873056862420398,0.012332009299763682,0.251163948190774,0.008691309374959466,0.000564965245600638,0.2678981083713433,0.8937647879712939,1.0,0.3,0.879316756935925,0.5,0.8019776069779565,0.5
31,0.00029613517564675565,245.87359762191772,1.3094348928730213,0.26731292596964545,0.6358739431966974,0.07446063905164577,0.006855076952978813,0.012336392563747007,0.2504999970831952,0.00883836152077121,0.0005735530591631096,0.26731292596964545,,,,,,,
32,0.0002957601183262058,245.44905281066895,1.2994480760894833,0.2720506265759468,0.630157475247589,0.06766877583754054,0.007175018401092396,0.012110691531991015,0.25555906920079435,0.008646165551489745,0.0005778257305430174,0.2720506265759468,,,,,,,
33,0.000295367955409503,245.26592636108398,1.24872114127063,0.25775283130851245,0.6118999430909753,0.05918566780053365,0.006895688437693386,0.011449439935959115,0.24202321953974001,0.008448691277270125,0.0005582609360817276,0.25775283130851245,,,,,,,
34,0.00029495873291870436,246.11546444892883,1.2583840353638713,0.25504853137944344,0.6144686402162995,0.06782156216667418,0.006829980856504935,0.0104708705180939,0.24042107622597503,0.008200880285699581,0.000561437858558895,0.25504853137944344,,,,,,,
35,0.0002945324988778834,246.04615664482117,1.1845292457481797,0.23581651438159273,0.5801788942208173,0.06462050565424994,0.006838073094889853,0.010695156896458231,0.22098494216395026,0.008162352499631003,0.0005523849844803646,0.23581651438159273,0.8775247216239546,1.0,0.3,0.8609674298101612,0.5,0.7716067350617025,0.5
36,0.00029408930330749477,245.6367678642273,1.1973352760310572,0.24739639979850558,0.5864237043275181,0.05697723221821567,0.006590821061963557,0.010808140059176671,0.2322809792121297,0.008500068889936482,0.0005724542132213926,0.24739639979850558,,,,,,,
37,0.0002936291982185036,245.87982630729675,1.136432619502095,0.24024711959356568,0.5559420350607465,0.04855277549646209,0.006792224639190448,0.0102171087488977,0.22591021592626398,0.008127908532195955,0.0005584060805317177,0.24024711959356568,,,,,,,
38,0.00029315223760628217,245.95834922790527,1.151568159558542,0.2375832308688401,0.5637165335743293,0.05451852871552375,0.006870371203001647,0.010471236954823488,0.22300165367473637,0.008108410981782567,0.0005613518966624272,0.2375832308688401,,,,,,,
39,0.00029265847744427303,245.56414651870728,1.107263421903106,0.22706896804165855,0.5483657221812073,0.044297887962789204,0.006602696274743654,0.009573308650914065,0.2133696255108332,0.008137433705406498,0.0005731701618650927,0.22706896804165855,,,,,,,
40,0.00029214797567742035,245.25421118736267,1.1344190253364166,0.2371477129849659,0.5543268951319197,0.052146634686358044,0.006744030948682001,0.011452900617545244,0.22147353423066946,0.008330817428522338,0.000558695529506198,0.2371477129849659,0.8854013720615942,1.0,0.3,0.8681630730044771,0.5,0.7880410431803053,0.5
41,0.00029162079221537,245.672429561615,1.1376463778277965,0.2328310831601083,0.5620236663264832,0.04857682377750213,0.0065329735262102465,0.009735616653882142,0.2190804612305971,0.007916576330556415,0.0005671687455553316,0.2328310831601083,,,,,,,
42,0.0002910769889254386,245.66994261741638,1.0581512787130647,0.22195931719445394,0.5156207369617308,0.04959604486137541,0.006507830193305281,0.01027875732178239,0.20771335309897965,0.00782400333824359,0.0005520503045439462,0.22195931719445394,,,,,,,
43,0.0002905166296253533,245.3798508644104,1.080168048553754,0.22307985999221616,0.5373349775857639,0.03778800969143482,0.006574837906598186,0.009662993074949717,0.20919805452963874,0.00832233621666244,0.0005764414885780605,0.22307985999221616,,,,,,,
44,0.0002899397800757626,245.4849145412445,1.0734391148489808,0.22193357845309986,0.5338372414229506,0.03743790248465495,0.006581368787867549,0.009475029124720638,0.2083392643481883,0.008126057847083,0.0005625519890209653,0.22193357845309986,,,,,,,
45,0.0002893465079725187,245.7859969139099,1.0667438885265308,0.21862724782772244,0.5279301370723242,0.04309978927137608,0.006490206250375995,0.00927477543334006,0.20550164734671644,0.007593507252749987,0.0005407148684981902,0.21862724782772244,0.8983648142977829,1.0,0.3,0.8782488085323609,0.5,0.8168456343609879,0.5
46,0.0002887368829387333,245.6958293914795,1.0723272748925377,0.22758563038166515,0.5263617199684703,0.04245851234394354,0.006298083122953753,0.010046366560850378,0.2135146229274337,0.007938569585991723,0.0005535637553498537,0.22758563038166515,,,,,,,
47,0.0002881109765166071,246.0327868461609,0.998794416346007,0.2146721897129925,0.48986316537143204,0.03657692614714297,0.0063046858900748385,0.009690400974445455,0.20086994863490706,0.008110015021017826,0.0005683294841209799,0.2146721897129925,,,,,,,
48,0.00028746886215903387,246.01548957824707,1.0714326933884495,0.21630580155227666,0.5304516865749945,0.04654845639305717,0.0063752583601373045,0.00895803817361197,0.20350987358867187,0.00756562156113613,0.0005507899128747697,0.21630580155227666,,,,,,,
49,0.00028681061522098047,245.69624066352844,1.0207911270392658,0.21597927751711993,0.5012171388108829,0.040367122857517534,0.00623924082452285,0.00948162283228405,0.20260269250489127,0.007678607085817073,0.0005565908623384292,0.21597927751711993,,,,,,,
50,0.0002861363129506435,245.94307708740234,1.015153313850428,0.20889588536850678,0.5091995682850168,0.029751724656761045,0.006285572129073772,0.008991594212702646,0.19595474124208326,0.007788571606992673,0.0005526430895817935,0.20889588536850678,0.8908867410677784,1.0,0.3,0.8774789304267525,0.5,0.7951812927765827,0.5
51,0.0002854460344803842,246.3031325340271,1.0682988191384295,0.2192408013930398,0.5348445670118468,0.03403523838234502,0.006302472118944105,0.009232348275306288,0.20609943851394608,0.007706370722080084,0.0005582933306925795,0.2192408013930398,,,,,,,
52,0.00028473986081744163,245.43807578086853,1.001392240377621,0.20753372337483844,0.5003928229339538,0.03061919431705038,0.006256166247026848,0.00875241472294398,0.19489810890176806,0.0076553171178059655,0.000555406282062009,0.20753372337483844,,,,,,,
53,0.000284017874834426,245.631174325943,0.9900549453785594,0.2067445175678357,0.49310311514772087,0.031209445822815325,0.006156215265012926,0.008705101498733006,0.19402551444135216,0.007913988602898664,0.0005690685813904908,0.2067445175678357,,,,,,,
54,0.0002832801612595937,245.9886133670807,1.0190562036141988,0.21050632170264985,0.5145907719712217,0.02421393092910509,0.006155591525432424,0.008679783457971827,0.1979825462961901,0.007576296498768302,0.0005584364961011455,0.21050632170264985,,,,,,,
55,0.0002825268066669034,245.45520615577698,0.9586935150217636,0.21086734401657006,0.4685558075797183,0.03248926747274359,0.006182233686558902,0.008503862960986045,0.19849913068486288,0.007616641059206556,0.0005602941329916147,0.21086734401657006,0.88961519667231,1.0,0.3,0.8791322267433379,0.5,0.7897133632735921,0.5
56,0.00028175789946585693,246.06817293167114,0.9506223687307217,0.194625013278729,0.47734870722624645,0.02770421934369462,0.0060670572742624745,0.008004827397684712,0.18278310499129652,0.007562122423371242,0.0005601912254565279,0.194625013278729,,,,,,,
57,0.0002809735298911234,246.20971202850342,0.9640814856484688,0.2002258123439878,0.4810915595220392,0.029863481210476477,0.006108119685345461,0.008231729002179108,0.18827434012383534,0.007329340951629373,0.00055072900765019,0.2002258123439878,,,,,,,
58,0.00028017378999195015,245.59487891197205,0.9526701608565465,0.19751118860543945,0.47556229512065806,0.029219591094391182,0.006231576894868302,0.008155959669219608,0.18561792924892917,0.007365437238678307,0.0005458083717555587,0.19751118860543945,,,,,,,
59,0.0002793587736213603,245.18207335472107,0.9483504250830926,0.194266257602819,0.4725804444934554,0.033259751684572944,0.005906782514678987,0.008776263995969202,0.18149463796295734,0.00787931249840729,0.0005569957253977328,0.194266257602819,,,,,,,
60,0.00027852857642513836,245.11361694335938,0.9347973389560795,0.19655245849716413,0.4651113409093089,0.028204029952280565,0.006119940755705968,0.00815439112395315,0.18449915569831485,0.007684068344376115,0.0005687710248588205,0.19655245849716413,0.8952867966188028,1.0,0.3,0.8840940003481386,0.5,0.8017663895082697,0.5
61,0.00027768329583060635,246.2425422668457,0.9464350804315967,0.1968998258777392,0.4758880504002278,0.023581067171334416,0.005993576743518104,0.00766615332452445,0.18550709171064628,0.007342197102919972,0.0005548194093301804,0.1968998258777392,,,,,,,
62,0.00027682303103518976,245.74543118476868,0.9330100962082754,0.19885899199182608,0.46421843453637124,0.02579260266824965,0.005947330804768443,0.008627351521124578,0.1863961342078541,0.0075597913143577306,0.0005561070324064059,0.19885899199182608,,,,,,,
63,0.00027594788299477655,245.67213344573975,0.9327702385748868,0.18748726891548767,0.4732294847910824,0.023037329513698523,0.006130238103403598,0.0076679652372021005,0.1760861644160529,0.00735553888099223,0.000553700560223889,0.18748726891548767,,,,,,,
64,0.0002750579544118695,246.06723880767822,0.9060736896509197,0.19014378015320085,0.4556178259261011,0.020570386590425562,0.0058971785348096465,0.00805063534793761,0.17831509587164793,0.00744626581010132,0.0005491631863060796,0.19014378015320085,,,,,,,
65,0.00027415334972353357,245.41534543037415,0.9441364679427047,0.19288991070328115,0.48285324600432555,0.015191902818603144,0.005820092937423901,0.0077576106003926296,0.18137051764856146,0.007410922917264333,0.0005632076731552942,0.19288991070328115,0.8964922708639178,1.0,0.3,0.8795947732976032,0.5,0.8098820392941503,0.5
66,0.0002732341750891397,245.28713488578796,0.8766901140827783,0.19220516639054602,0.4335528371748344,0.022298181962436582,0.005860800160026831,0.007954231786448081,0.18065758303041857,0.007076737065890198,0.0005498332980310444,0.19220516639054602,,,,,,,
67,0.00027230053837790666,245.49251055717468,0.8663052035817457,0.18450640316769792,0.4331357972062539,0.02029646834351055,0.00582887993635444,0.007082835664784935,0.17374526901433918,0.00724609498397346,0.0005525104069044016,0.18450640316769792,,,,,,,
68,0.0002713525491562421,246.15872311592102,0.8967545737965881,0.1916334917220282,0.4455077158194523,0.024808144934602573,0.005957743527821182,0.0075130260827610115,0.1803597210472479,0.007408928549802213,0.0005627984738657212,0.1916334917220282,,,,,,,
69,0.0002703903186748843,245.90297627449036,0.9007359986042321,0.19115448474008784,0.44971814340087757,0.023179174017355017,0.005843164375800327,0.00785966761049029,0.17964301621102538,0.0071913002895446386,0.0005615094278112276,0.19115448474008784,,,,,,,
70,0.00026941395985584653,246.0974977016449,0.8775508510514469,0.18040736449433792,0.44844132093761446,0.012593879054575903,0.005880077866866638,0.006826809425585347,0.1699628138851316,0.0071233891399655885,0.0005604678298992316,0.18040736449433792,0.9013857167283429,1.0,0.3,0.8851912895864974,0.5,0.8189658605985316,0.5
71,0.00026842358727916524,245.60609698295593,0.8572788121988167,0.17517839318765474,0.4358945097384184,0.016738869086136886,0.005695124313720448,0.006832151464293272,0.16477158365902828,0.007038790169059231,0.0005526320071936205,0.17517839318765474,,,,,,,
72,0.0002674193171694533,245.79458165168762,0.8740496934728005,0.18860194479793077,0.43703585769005937,0.018094252802972915,0.005832342788271109,0.007695337213942762,0.17718191911997908,0.007337902274772986,0.0005573727046042018,0.18860194479793077,,,,,,,
73,0.0002664012673822609,246.19400262832642,0.8668623462085324,0.1785215164890698,0.4397710270531163,0.017009597642524917,0.005768732176770588,0.006819787150214143,0.16806945229602577,0.007151957469998739,0.0005629890202007504,0.1785215164890698,,,,,,,
74,0.0002653695573902443,245.49879121780396,0.8755433587893766,0.17504349373846623,0.4453771090115474,0.02103478684185174,0.005636611097938435,0.007205988306436213,0.164265453219365,0.007034046020168635,0.0005502894164142424,0.17504349373846623,,,,,,,
75,0.0002643243082691454,245.50485920906067,0.8609011854332779,0.17957880086611702,0.4293311583463356,0.025468061195432237,0.005858557240876579,0.007424208158822194,0.16836317955255412,0.00746841041006438,0.0005720759384801958,0.17957880086611702,0.902038587167255,1.0,0.3,0.8896595591813602,0.5,0.8164562023204047,0.5
76,0.0002632656426835831,245.65353083610535,0.8208919596463364,0.17331688267456768,0.41083535422078526,0.019183669169732676,0.006004418894046361,0.006997131079624904,0.16278815024205684,0.006955324474759327,0.0005393964182180919,0.17331688267456768,,,,,,,
77,0.0002621936848726576,245.81172919273376,0.85925065642174,0.18149312505381504,0.43387438919083143,0.015151005203284152,0.005830724275041937,0.0068975257060928784,0.17105661423057708,0.006966216040220378,0.0005587695431183958,0.18149312505381504,,,,,,,
78,0.00026110856063537083,245.60233879089355,0.8186360841192774,0.17391529906155903,0.41090916434066704,0.017006365658583354,0.0056088685845232114,0.0067686983268767115,0.16357290758921994,0.007036641511792192,0.0005537210692865582,0.17391529906155903,,,,,,,
79,0.00026001039731586334,245.67565488815308,0.8246241210720926,0.18425978233316104,0.4132768684505675,0.008845043323269734,0.005732469844597719,0.007433399644274087,0.17330070944132372,0.00694187774019851,0.000547348305390092,0.18425978233316104,,,,,,,
80,0.0002588993237884696,245.7015941143036,0.7992393280140548,0.16403581946113036,0.4030039381230962,0.01919320230968854,0.005684674050688197,0.006569712099293735,0.1537972528375295,0.007224768363345821,0.0005647018429973234,0.16403581946113036,0.903322499833846,1.0,0.3,0.8946829544899676,0.5,0.8152845450115707,0.5
81,0.00025777547044259435,246.10806274414062,0.8552078761608969,0.17609490855616464,0.4385762072573001,0.009797515741713031,0.005661460199955295,0.007450500186506832,0.1649374172532765,0.007299519306393425,0.0005723130312445863,0.17609490855616464,,,,,,,
82,0.00025663896916741056,245.70882558822632,0.7747090816429538,0.16718106481602601,0.38937987602293445,0.012070801872184043,0.0056287030877145644,0.006851336710835065,0.15681886129295794,0.006910707008862942,0.0005551285833828971,0.16718106481602601,,,,,,,
83,0.00025548995333638197,245.8541066646576,0.8039753861939876,0.17254465542909206,0.40174608875592654,0.017364042890633907,0.0056583711142098305,0.006506608979665572,0.16259320696611054,0.0067806456566249455,0.0005451649826848776,0.17254465542909206,,,,,,,
84,0.00025432855779161076,245.87874484062195,0.7804139807079163,0.1701432346629652,0.3916348612706387,0.0114572792901267,0.005615591642956361,0.006355062425541886,0.160274035977541,0.0069184282055037485,0.0005492191511530585,0.1701432346629652,,,,,,,
85,0.00025315491882801347,245.4658522605896,0.78335802964086,0.162626498056995,0.4004935268583922,0.008607320131721856,0.005628079462263743,0.006745614326311853,0.15229007980849651,0.00706916518938479,0.0005622142293783489,0.162626498056995,0.9035804560283686,1.0,0.3,0.8903030997366012,0.5,0.8204382683485044,0.5
86,0.00025196917417732615,245.6054563522339,0.7978805559077812,0.17212270647872494,0.39823256803101115,0.016902171664180447,0.005685856711199868,0.006457605231653884,0.1621613575545437,0.006896758935432844,0.0005536370358664661,0.17212270647872494,,,,,,,
87,0.0002507714629919409,245.67305827140808,0.780831180059434,0.16337114099549685,0.39440470025996577,0.014413390613339995,0.00565516049589679,0.006671714178482753,0.1531713208858977,0.006944095863132824,0.0005605803613834533,0.16337114099549685,,,,,,,
88,0.0002495619258285757,245.40156960487366,0.7613648558864419,0.15883793168169744,0.3883039738095478,0.008938994808107217,0.0055004814732636945,0.00629640113876545,0.14906152935591355,0.006848987403680163,0.0005550810722225066,0.15883793168169744,,,,,,,
89,0.00024834070463177935,245.37261581420898,0.7706295191724809,0.16063719792827885,0.3940151848961936,0.007487663285549119,0.005672946728336873,0.006162280251021516,0.1508790393096653,0.007079308937026855,0.0005622399232227017,0.16063719792827885,,,,,,,
90,0.00024710794271727413,245.91859197616577,0.8020705804813907,0.16847881985857538,0.40313731203665126,0.01761752746936204,0.005570661265760202,0.00653266081362792,0.15855710576800386,0.006668471595935563,0.0005481772325084702,0.16847881985857538,0.8964550585637401,1.0,0.3,0.8772504155167742,0.5,0.8121147601744458,0.5
91,0.0002458637847551364,246.0602993965149,0.7836620678822875,0.16671105476915446,0.3973534586741857,0.009677821682674587,0.0055561792676846605,0.006324540244211828,0.15705769717405643,0.006549335117159285,0.0005414925900648905,0.16671105476915446,,,,,,,
92,0.00024460837675281926,245.7605686187744,0.8085999556119842,0.16799196918465742,0.4107926358244533,0.01286776874533425,0.005704544954086015,0.006387309058234449,0.15825859307682053,0.006582312577024132,0.0005491032922181867,0.16799196918465742,,,,,,,
93,0.00024334186603801807,245.77138924598694,0.7456550765392512,0.16517952917124198,0.3691523365617891,0.015397815623346484,0.005610608401908222,0.006275290584491803,0.15561011834045707,0.006480545984355672,0.000538472034990435,0.16517952917124198,,,,,,,
94,0.00024206440124138062,246.05102634429932,0.8125714216069245,0.16187713461616005,0.415215304336492,0.016190548277031147,0.005778018133751365,0.006313352649605937,0.1520137305015513,0.006987852663517072,0.0005612498370049666,0.16187713461616005,,,,,,,
95,0.0002407761322790648,245.79559707641602,0.7575067882450464,0.16080859193093197,0.3842695625925544,0.009144958603631105,0.0055076591684227,0.006087698408666723,0.15133466337580742,0.006662447528598351,0.000550057520250205,0.16080859193093197,0.9028403115684595,1.0,0.3,0.8908857008391365,0.5,0.8176352338662422,0.5
96,0.00023947721033514512,245.6554639339447,0.7608716265781154,0.16274556598421283,0.38316651250550243,0.01214280757710973,0.005555247183686795,0.0066398282884543944,0.1525131492090475,0.007071290378398152,0.0005694351022888136,0.16274556598421283,,,,,,,
97,0.00023816778784387094,245.96115922927856,0.7755930615023403,0.16263014305851067,0.39573120335449163,0.00843003394148228,0.0053995612885922445,0.006119295790823816,0.15309064504471045,0.006729158022013098,0.0005562273831165692,0.16263014305851067,,,,,,,
98,0.0002368480184717773,246.79112601280212,0.7943413897529634,0.16384940842746792,0.40349206495152407,0.014224313254936671,0.0054512344259910125,0.006130823730565766,0.15431039385785256,0.006704338244314876,0.0005602179406777162,0.16384940842746792,,,,,,,
99,0.00023551805709965147,246.14877128601074,0.7568537860972251,0.15484829418146642,0.3855340171932043,0.01271237187759937,0.005430287123823548,0.005713688456083109,0.1456854422479205,0.006786322919956618,0.0005600238851454725,0.15484829418146642,,,,,,,
100,0.00023417805980435733,246.60206961631775,0.7467196648013997,0.1597433289079025,0.37771585547847975,0.009349782578677378,0.005464338410873678,0.005861449272281012,0.15063209233425207,0.006391920945291327,0.0005382726802016,0.1597433289079025,0.8989739797582709,1.0,0.3,0.8877624880451549,0.5,0.8091594512296578,0.5
101,0.00023282818384051866,246.29851126670837,0.7428971519840013,0.156641247484794,0.3769964221743038,0.009863396900923941,0.005380976085303624,0.005958454144887897,0.147323574756238,0.006606715208253792,0.0005586086507771681,0.156641247484794,,,,,,,
102,0.00023146858762206489,245.58148407936096,0.7361148255804056,0.1554213385451195,0.3722270137059907,0.011306602517096287,0.005459657073306183,0.005902512281554378,0.14616213812302623,0.006601997256620009,0.0005568946806935037,0.1554213385451195,,,,,,,
103,0.00023009943070364044,245.98530220985413,0.747541505999434,0.15713155013630994,0.3783874580300174,0.011739487382417724,0.005479506294959815,0.0064019847878621266,0.1474396703589259,0.006471884827454789,0.0005395300195946529,0.15713155013630994,,,,,,,
104,0.0002287208737618801,245.90206480026245,0.7627832320328626,0.15445705026714862,0.38881882904795606,0.01412972552593778,0.005416665900942348,0.006096260600049214,0.14493495327205988,0.006739163296325001,0.0005625478629101616,0.15445705026714862,,,,,,,
105,0.00022733307857655325,245.7522373199463,0.74217995408074,0.15320895028212814,0.37847205355743874,0.010332236067645691,0.005396952386488358,0.006362988192226045,0.14346584475950303,0.006649376594924572,0.0005542869095438975,0.15320895028212814,0.9026405781150223,1.0,0.3,0.8896108991876222,0.5,0.8183108351574446,0.5
106,0.00022593620801157808,246.368745803833,0.7241419251296298,0.1568034830410521,0.36303800351293614,0.011642278726761024,0.0055043942257530344,0.006045228747536089,0.14734424918119585,0.006716230248309963,0.0005589038766953328,0.1568034830410521,,,,,,,
107,0.00022453042599590882,245.52556824684143,0.7337113999473955,0.15411203582917404,0.3751537833260421,0.00594411773276246,0.0054008643211753,0.006294927341095232,0.14450323709447657,0.006518822785104483,0.0005445992051921961,0.15411203582917404,,,,,,,
108,0.00022311589750429787,246.32495880126953,0.7055418381896552,0.15083867288316496,0.3567401785683862,0.008720258664189868,0.005368513506636053,0.005981584567395624,0.14160546142832225,0.006393321825990439,0.0005496612036911861,0.15083867288316496,,,,,,,
109,0.00022169278853793545,246.11744737625122,0.7020177310186375,0.15319813377375066,0.3534854642122847,0.007721662710612438,0.005367592964668792,0.006247051969008747,0.14359706344755843,0.00659960875863367,0.0005421437209020875,0.15319813377375066,,,,,,,
