epoch,lr,time,train_total,train_seg,train_cls,train_bbox,train_seg_focal,train_seg_dice,train_seg_chamfer,train_seg_smooth,train_seg_total,val_dice_Normal,val_dice_all,val_dice_Tumor,val_dice_Stone
72,0.0008913977238981779,230.63643860816956,0.024195218161638356,0.0,0.013675484930928836,0.005258760736531125,0.0,0.0,0.0,0.0,0.0,,,,
73,0.0008880042246075365,229.54535794258118,0.034231071344562145,0.0,0.02427270760238551,0.004978311209420123,0.0,0.0,0.0,0.0,0.0,,,,
74,0.0008845651913008145,229.6222596168518,0.019635286801116765,0.0,0.009371987960874642,0.005130918942457699,0.0,0.0,0.0,0.0,0.0,,,,
75,0.0008810810275638182,229.95376181602478,0.027372932543975655,0.0,0.01724529183281949,0.005063150791330653,0.0,0.0,0.0,0.0,0.0,0.23622047244094488,0.3245259410741606,0.5326803319621831,0.3041768291344245
76,0.0008775521422786103,234.16509675979614,0.024261519236670543,0.0,0.014118518226799473,0.005070975159583808,0.0,0.0,0.0,0.0,0.0,,,,
77,0.0008739789495755254,240.718523979187,0.016115534841265843,0.0,0.006139615630521784,0.004987498937163707,0.0,0.0,0.0,0.0,0.0,,,,
78,0.0008703618687845696,234.4047977924347,0.01564816641560341,0.0,0.00569101597214007,0.004978169765108855,0.0,0.0,0.0,0.0,0.0,,,,
79,0.0008667013243862111,232.453782081604,0.016921702027564663,0.0,0.00672432219163079,0.005098346791916444,0.0,0.0,0.0,0.0,0.0,,,,
80,0.0008629977459615654,231.6463806629181,0.025291367009750213,0.0,0.015135993377019194,0.005077400008589517,0.0,0.0,0.0,0.0,0.0,0.23622047244094488,0.3112537405373795,0.47921471918351527,0.30874530635639164
81,0.0008592515681419813,230.36686897277832,0.023120688512514184,0.0,0.01315989651492402,0.004980151096440569,0.0,0.0,0.0,0.0,0.0,,,,
82,0.0008554632305580353,230.02498722076416,0.023295162008076915,0.0,0.01319067841871336,0.005052009297392199,0.0,0.0,0.0,0.0,0.0,,,,
83,0.00085163317778794,229.7911593914032,0.024645624069755418,0.0,0.014890039893026836,0.004877612922866024,0.0,0.0,0.0,0.0,0.0,,,,
84,0.0008477618593053693,229.09862089157104,0.01772514011263506,0.0,0.007962717115360502,0.004881051108295936,0.0,0.0,0.0,0.0,0.0,,,,
85,0.0008438497294267117,228.99171113967896,0.02617273478328704,0.0,0.016372803155067197,0.004899815724052108,0.0,0.0,0.0,0.0,0.0,0.1220472440944882,0.20217449403540896,0.3367633625496927,0.2737961757761102
86,0.0008398972472577539,229.65682411193848,0.017047106400827013,0.0,0.00747670805939431,0.004785069453722617,0.0,0.0,0.0,0.0,0.0,,,,
87,0.0008359048766398031,229.7270073890686,0.033248393401730296,0.0,0.024146535092726386,0.004550813061717888,0.0,0.0,0.0,0.0,0.0,,,,
88,0.0008318730860952522,230.0345630645752,0.02114536672088815,0.0,0.01203182632942873,0.004556660717158183,0.0,0.0,0.0,0.0,0.0,,,,
89,0.0008278023487725979,229.7235288619995,0.010843574348136207,0.0,0.0020584464228525093,0.004392464316226981,0.0,0.0,0.0,0.0,0.0,,,,
